 day;shift;worker_name;machine_name;machine_number;part_name_number;operation_number;adjustment_data;work_time;pause_time;processed_quantity;material_error;labor_error;efficiency
16;2;id23;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;119;1;0;77,27
16;3;id32;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;1,5;0;30;0;0;90,91
16;1;id45;VICTOR 26.1;60;EPMT;10;17;6;1;70;0;0;68,63
16;2;id20;VICTOR 26.1;60;EPMT;10;17;6;1;84;5;0;82,35
16;1;id46;VICTOR 26.2;65;HOUSING;10;17;7;0;95;1;1;79,83
16;3;id24;VICTOR 26.2;65;HOUSING;10;17;7;0;100;0;2;84,03
16;2;id48;VICTOR 20.2;67;STATOR;20;30;3,5;0;70;0;0;66,67
16;2;id55;VICTOR 20.3;95;FLANGE 840;10;20;6;1;81;0;0;67,50
16;1;id26;YCM TC-16LB.1;108;STATOR;10;20;7;0;145;0;0;103,57
16;2;id18;YCM TC-16LB.1;108;STATOR;10;20;7;0;119;1;1;85,00
16;1;id28;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;68;0;0;97,14
16;2;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6,5;0,5;68;0;0;104,62
16;3;id36;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6;1;56;0;0;93,33
16;1;id30;TMC700.1;64;HOUSING;70;50;3,5;0;368;0;0;210,29
16;1;id30;TAKSAN TMC700.3;80;HOUSING;60;56;3,5;0;360;0;0;183,67
16;1;id50;DNR TTH8.2;114;HOUSING;20;25;6,5;0,5;152;0;0;93,54
16;3;id53;DNR TTH8.2;114;HOUSING;20;25;7;0;118;2;2;67,43
20;1;id29;DNR 1060.1;116;HOUSING;40;16;7;0;120;0;0;107,14
20;2;id53;DNR 1060.1;116;HOUSING;40;16;7;0;108;0;0;96,43
20;3;id9;DNR 1060.1;116;HOUSING;40;16;7;0;132;0;0;117,86
21;1;id29;DNR 1060.1;116;HOUSING;40;16;7;0;120;0;0;107,14
21;2;id53;DNR 1060.1;116;HOUSING;40;16;7;0;120;0;0;107,14
21;3;id9;DNR 1060.1;116;HOUSING;40;16;7;0;126;0;0;112,50
16;1;id37;DNR TTH8.3;115;DECKEL;10;20;7;0;155;0;0;110,71
16;2;id34;DNR TTH8.3;115;DECKEL;10;20;6,5;0,5;140;0;0;107,69
16;1;id39;YCM NMW 106A.2;105;HEMA 867;10;9;7;0;58;0;0;92,06
16;2;id29;YCM NMV 106A.3;107;SUPPORT PLATE;40;25;7;0;150;0;0;85,71
16;1;id41;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;7;0;49;0;0;77,78
16;2;id11;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;6,5;0,5;53;0;0;90,60
16;3;id3;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;6;1;53;0;0;98,15
16;1;id13;YCM NSV 106A.3;110;BODY BEARING;30;16;5,5;1,5;84;0;0;95,45
16;2;id42;YCM NSV 106A.3;110;BODY BEARING;30;16;7;0;126;0;0;112,50
16;3;id32;YCM NSV 106A.3;110;BODY BEARING;30;16;4,5;1;60;0;0;83,33
16;1;id9;DNR 1060.1;116;HOUSING;50;13,5;7;0;88;0;0;93,12
16;2;id14;DNR 1060.1;116;HOUSING;50;13,5;3;0,5;34;0;0;83,95
16;2;id48;DNR 1060.1;116;HOUSING;50;13,5;3,5;0;46;0;0;97,35
16;1;id2;DNR 1060.2;117;HOUSING;30;16;7;0;138;0;0;123,21
16;2;id14;DNR 1060.2;117;HOUSING;30;16;3,5;0;54;0;0;96,43
16;1;id15;AKIRA SEIKI 3.3;88;HOUSING;30;16;7;0;115;0;0;102,68
17;2;id35;AKIRA SEIKI 3.4;89;TOPUK;10;20;6;1;104;0;0;86,67
17;2;id20;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;5,5;1,5;90;0;0;74,38
17;3;id43;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;95;0;0;61,69
17;2;id23;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;5;2;85;0;0;77,27
17;3;id44;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;5,5;1,5;106;0;0;87,60
17;3;id24;VICTOR 26.2;65;HOUSING;10;17;6;1;82;0;5;80,39
20;1;id14;DNR 1060.2;117;HOUSING;30;16;5;2;96;0;0;120,00
20;2;id15;DNR 1060.2;117;HOUSING;30;16;7;0;102;0;0;91,07
21;1;id14;DNR 1060.2;117;HOUSING;30;16;7;0;132;0;0;117,86
17;2;id48;VICTOR 20.2;67;STATOR;20;30;6;1;120;0;0;66,67
17;3;id10;DNR TTH8.1;112;FLANGE 840;20;18;7;0;100;3;1;79,37
17;2;id55;HYUNDAI L210A.1;103;FLANGE 840;10;20;1;2;20;0;0;100,00
17;3;id20;HYUNDAI L210A.1;103;FLANGE 840;10;20;7;0;85;0;2;60,71
17;2;id8;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;6;1;56;0;0;93,33
17;3;id36;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;76;0;0;108,57
17;2;id55;HYUNDAI L210A.2;104;038 HOOD;10;8;4;0;32;0;0;100,00
17;3;id53;DNR TTH8.2;114;HOUSING;20;25;7;0;110;0;1;62,86
17;2;id34;DNR TTH8.3;115;DECKEL;10;20;6;1;113;0;0;94,17
17;2;id42;YCM NMW 106A.2;105;HEMA 867;10;9;6;1;46;0;0;85,19
17;2;id2;YCM NSV 106A.3;110;038 HOOD;20-30;7;6;1;44;0;0;104,76
17;2;id11;DNR 1060.1;116;HOUSING;50;13,5;6;1;70;0;0;86,42
17;2;id14;DNR 1060.2;117;HOUSING;30;16;6;1;120;0;0;125,00
18;2;id35;AKIRA SEIKI 3.4;89;TOPUK;10;20;2,5;4,5;48;0;0;96,00
18;3;id3;DAEWOO 41D-1;91;DECKEL 76;20;26;7;0;240;0;0;131,87
18;2;id5;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;2,5;4,5;42;0;0;76,36
18;3;id43;HYUNDAI SKT L2;83;DISTRIBUTING PLATE;10;22;7;0;106;0;0;68,83
18;3;id44;HYUNDAI SKT L4;85;DISTRIBUTING PLATE;20;22;7;0;125;2;1;81,17
18;3;id10;VICTOR 26.2;65;HOUSING;10;17;7;0;100;0;2;84,03
18;2;id38;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;2,5;4,5;24;0;0;96,00
18;3;id36;YCM NMW 106A.1;100;DISTRIBUTING PLATE;30;10;7;0;76;0;0;108,57
18;2;id42;YCM NSV 106A.1;106;038 HOOD;40;10;2,5;4,5;22;0;0;88,00
18;2;id2;YCM NSV 106A.2;109;DISTRIBUTING PLATE;30;9;2,5;4,5;20;0;0;88,89
18;3;id53;DNR 1060.1;116;HOUSING;50;13,5;7;0;84;0;0;88,89
18;1;id14;DNR 1060.2;117;HOUSING;30;16;2,5;4,5;42;0;0;105,00
